record_id,label_true,fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
8482,6340,KARIN,,FRANK,,1953,6,2
8483,8853,CHRISTA,,KRAUSE,,1972,8,26
8484,7805,BRIGITTE,,GROSS,,1964,7,18
8485,4948,CHRISTA,,STEIN,,1974,3,20
8486,6505,ERNA,,SCHNEIDER,,2000,3,15
8487,6082,GABRIELE,,WAGNER,,1987,2,25
8488,8499,ANJA,,HOFFMANN,,1959,3,29
8489,6811,ELISABETH,,GROSS,,1925,2,18
8490,6393,ILSE,,KAISER,,1954,8,29
8491,5729,ERIKA,,SCHMIDT,,1999,11,11
8492,7348,ANGELIKA,ANDREA,KRAEMER,,1962,5,9
8493,7197,CHRISTA,,BAUMANN,,1956,4,6
8494,5720,ELISABETH,,SCHMID,,1964,3,14
8495,5503,CLAUDIA,,MUELLER,,1964,2,3
8496,7546,ANDREA,,WALTER,,1996,8,30
8497,7510,MARGARETE,,FISCHER,,2007,2,5
8498,5694,NICOLE,,SCHNEIDER,,1961,2,10
8499,8347,CHRISTINE,,BAUER,,1952,12,9
8500,7148,ANDREA,,MEYER,,1939,5,22
8501,6702,ILSE,,MAYER,,1977,2,28
8502,6021,ELFRIEDE,,SCHMIDT,,1990,9,10
8503,8206,BIRGIT,,SCHAEFER,,1975,9,8
8504,6905,INGRID,,SCHMIDT,,1997,7,10
8505,6423,RENATE,,SCHMITT,,1939,8,22
8506,7480,ERIKA,,SEIDEL,,1975,3,24
8507,5230,HELGA,,MUELLER,,1997,10,15
8508,6429,CLAUDIA,,KRAUSE,,1971,3,4
8509,4787,RITA,,MEYER,,1967,5,29
8510,7942,MANUELA,,LORENZ,,1992,1,1
8511,5561,FRIEDA,,HOFFMANN,,1982,11,21
8512,6335,ELISABETH,GISELA,SCHNEIDER,,1944,6,8
8513,4856,KARIN,,BAUER,,1964,7,9
8514,6541,URSULA,,BECK,,1943,4,14
8515,8974,HELGA,,SCHNEIDER,,1962,7,28
8516,7491,CHRISTA,,WALTER,,1963,7,5
8517,7816,URSULA,,KRAEMER,,1983,7,20
8518,8049,SABINE,,WERNER,,1948,7,10
8519,8032,BIRGIT,,MUELLER,,1949,12,3
8520,7879,KATHARINA,,LEHMANN,,1955,9,8
8521,6767,FRIEDA,,MUELLER,,1960,4,22
8522,8006,INGRID,,SCHMIDT,,1994,10,15
8523,5060,ILSE,,BOEHM,,1982,11,20
8524,6740,SABINE,,SCHROEDER,,1982,10,25
8525,8044,SILVIA,,SCHMIDT,,1937,6,26
8526,8477,URSULA,,BAUER,,1958,1,11
8527,8601,SABINE,,HOFMANN,,1949,6,8
8528,8785,RENATE,,MUELLER,,1936,3,27
8529,7167,CHRISTA,,FRANK,,1958,4,10
8530,8826,ELKE,,SCHAEFER,,1949,1,25
8531,8987,INGRID,,KLBIN,,1925,4,5
8532,8914,MONIKA,KARIN,MUELLER,,1967,7,22
8533,7440,SABINE,,BUSCH,BECKER,1981,6,21
8534,5482,JULIA,,SCHMIDT,,1994,2,20
8535,5492,ERIKA,,WOLFF,,1941,8,8
8536,5036,KATHARINA,,BAUER,,1938,10,19
8537,6123,HELGAX,,BECKER,,1930,10,15
8538,7794,GERDA,,RICHTER,,1944,2,13
8539,6408,NICOLE,,SCHMITZ,,1931,6,14
8540,7938,CHRISTA,,WEBER,,1991,9,1
8541,8427,HELGA,,HAAS,,1982,9,30
8542,5167,URSULA,,SCHMITT,,1972,4,25
8543,8267,SUSANNE,,SCHMITZ,,1999,5,13
8544,7196,MELANIE,,GRAF,,1956,3,13
8545,7123,MONIKA,,WEBER,,1999,10,26
8546,6964,WALTRAUD,,KAISER,,1942,11,12
8547,8246,HELGA,,WEISS,,1952,1,12
8548,7058,KERSTIN,,SIMON,,1982,2,21
8549,4779,GERTRUD,,MAIER,,1987,6,13
8550,5910,PETRA,,SCHMID,,1929,12,4
8551,6533,WALTRAUD,,SCHMIDT,,1991,6,28
8552,8903,NICOLE,,SCHAEFER,,1959,10,13
8553,5480,ELISGABETH,,WEBER,,1978,8,24
8554,8889,SABEINE,,ENGL,,1970,2,21
8555,6434,ELKE,,SCHMIDT,,1942,8,8
8556,5927,INGRID,,HARTMANN,,1960,10,25
8557,8753,JULIA,,KUHN,,2005,2,19
8558,8023,INGEBORG,,WEBER,,1944,1,20
8559,6596,HILDEGARD,,FRIEDRICH,HOFFMANN,1945,7,8
8560,7910,ANDREA,,SEIDEL,,1968,6,12
8561,8855,CLAUDIA,,NEUMANN,BECKER,1943,3,29
8562,8963,BRIGITTE,,PETETRS,,1973,8,27
8563,4774,GERTRUD,,WAGNER,,1931,4,15
8564,7088,SUSANNE,,MUELLER,,1965,7,22
8565,5813,GISELA,,WEBER,,1979,12,25
8566,7616,GERTRUD,,MUELLER,,1964,7,11
8567,6159,ANNA,,MUELLER,,1914,10,29
8568,5318,ANDREA,,SCHWARZ,,1927,10,4
8569,5381,URSULA,,WERNER,,1935,7,21
8570,7830,GERTRUD,,JUNG,,1976,5,11
8571,7539,CHRISTEL,,WOLF,,1955,4,8
8572,6924,DANIELA,,KLEIN,,1924,2,19
8573,4712,ERNA,PETRA,VOGT,,1959,7,17
8574,4527,PETRA,,SCHUMACHER,,1928,10,17
8575,5271,CLAUDIA,,KLEIN,,1940,3,22
8576,8334,PETRA,,HARTMANN,,1935,9,8
8577,4912,STEFANIE,,FISCHER,,1963,12,4
8578,7983,HANNELORE,,ZIEGLRR,,1999,2,4
8579,8697,KARIN,,WEBER,,1958,7,14
8580,7423,HELGA,,HAAS,,1939,7,31
8581,6812,ILSE,,FRANK,,1967,12,3
8582,6443,JOHANNA,,ZIMMERMANN,,1948,8,27
8583,4849,BIRGIT,,NEUMANN,,1991,7,31
8584,8417,SUSANNE,,HERRMANN,,1963,10,14
8585,7344,MELANIE,,HOFMANN,,1966,6,14
8586,6091,WALTRAUD,,KUEHN,,1936,11,23
8587,8059,ANDREA,,WOLF,,1974,2,16
8588,8907,ANGELIKA,,SCHMIDT,,1957,12,15
8589,6293,ANXJA,,KLEIN,,1954,9,28
8590,8598,HANNELORE,,SCHOLZ,,2008,2,8
8591,6794,KATJA,,BAUER,,2001,6,10
8592,4920,PETRA,,LEHMANN,,1978,9,12
8593,8548,GISELA,,GUENTHER,,1938,10,30
8594,8204,URSULA,,JUNG,,1971,10,9
8595,8100,ANNELIESE,,WERNER,,1996,7,22
8596,7325,CORNELIA,,HEINRICH,,1980,1,2
8597,8211,SUSANNE,,SCHULZ,,1965,12,9
8598,8849,ELISABETH,,VOGT,,1958,8,5
8599,8801,MARGARETE,,MUELLER,,1956,3,8
8600,4647,GERDA,,MUELLER,,1957,9,4
8601,6933,HELGA,,WERNER,SCHULZ,1956,4,11
8602,5133,MONIKA,,KRAUSE,,1987,7,1
8603,6620,HILDEGARD,,STEIN,,1966,1,24
8604,6146,NADINE,,JUNB,,2007,11,4
8605,6474,HELGA,KATHARINA,KLEIN,,1951,4,18
8606,5302,GABRIELE,,LANGE,,1940,3,26
8607,6772,ANNA,,BERGER,,1955,5,23
8608,4691,MARIANNE,,MEIER,,1978,10,14
8609,6744,GERTRUD,ELKE,MEYER,,1970,2,16
8610,7164,HELGA,,SCHMITZ,,1937,1,31
8611,5441,KATHRIN,,SCHAEFER,,1972,7,13
8612,7714,CHRISTA,,WALTER,,1963,1,8
8613,7985,ERIKA,,WEBER,,1948,9,1
8614,6170,CHRISTEL,,SCHULZ,,1962,2,5
8615,6217,KARWIN,,MEYER,,1950,5,12
8616,6462,CLAUDIA,KARIN,MUELLER,,1987,4,1
8617,6167,TANJA,,RICHTER,,1980,6,30
8618,5031,CHRISTA,,WEISS,,1992,12,3
8619,6346,MARIA,,SCHMITT,,1985,4,18
8620,4891,HILDEGARD,,GRAF,,1971,12,14
8621,5622,RENATE,,DIETRICH,,1970,5,4
8622,6171,KARIN,,KELLER,,1941,3,15
8623,6884,BIRGIT,,FRANK,,1971,6,20
8624,6494,ANNA,,WOLF,,1961,6,7
8625,6061,KARIN,,KAISER,,1998,12,8
8626,7651,MARIA,,MEIER,,1980,2,4
8627,5819,CHRISTA,,RICHTER,,1962,7,21
8628,8367,CHRISTA,,WALTER,,1964,2,25
8629,6803,KATHRIN,,FUCHS,,2002,12,19
8630,6886,HELGA,,DIETRICH,,1973,5,8
8631,7821,KARIN,,HOFFMANN,,1950,5,6
8632,4515,INGE,,MUELLER,,1964,12,15
8633,6900,SUSANNE,,RICHTER,,1998,6,23
8634,8803,ANGELIKA,,HEINRICH,,1982,6,25
8635,6855,KARIN,,SCHMIDT,,1944,8,29
8636,7801,BRIGITTE,,HAHN,,1998,4,30
8637,7502,SUSANNE,,HORN,,1961,1,11
8638,5039,GISELA,,MUEOLER,,1942,6,16
8639,6917,HELGA,,SCHNEIDER,,1993,6,25
8640,6047,ULRIKE,,SCHMID,,1934,4,25
8641,8114,INGRID,,KUHN,,1936,1,11
8642,6389,PETRA,,STEIN,,1990,6,5
8643,6818,GISELA,,VOIGT,,2004,11,16
8644,4741,INGRID,,HOFFMANN,,1953,6,8
8645,7540,KATHRIN,,MEIER,,1932,6,28
8646,6925,ILSE,,MUELLER,,1973,7,3
8647,8593,INGEBORG,,SCHAEFER,,1971,7,19
8648,6022,GERTRUD,,OTTO,,1939,7,10
8649,5938,ELKE,,SCHOLZ,,1938,8,18
8650,7982,KERSTIN,,KUHN,,1961,4,19
8651,5835,ANDREA,,SCHWEARZ,,1960,4,8
8652,7515,RENATE,,LUDWIG,,1998,12,26
8653,4895,ANGELHIKA,,SEIDEL,,2004,6,29
8654,6617,KATHRIN,,SCHMITT,,1980,9,8
8655,5546,SABINE,,SCHMITT,,1976,11,1
8656,6717,URSULA,,LORENZ,,1947,12,20
8657,8401,PETRA,IRMGARD,KAISER,,1949,2,3
8658,8594,ANDREA,,ZIMMERMANN,,1995,9,6
8659,8204,URSUOLA,,JUNG,,1971,10,9
8660,7171,ELISABETH,,SCHMID,,1937,4,15
8661,6852,CHRISTA,,MUELLER,,1948,9,12
8662,7306,HILDEGARD,,LEHMANN,,1967,8,1
8663,7639,BAERBEL,,ENGEL,,1987,11,6
8664,4682,ANDREA,,SCHMIDT,,1958,4,27
8665,5687,SABINE,,FISCHER,,1943,2,9
8666,7455,GERTRUD,,WAGNER,,1979,9,14
8667,7707,INGRID,,SCHULZ,,1965,3,29
8668,8087,SABINE,,WEBER,,1960,9,20
8669,5282,MARGARETE,,HUBER,,1944,6,3
8670,6917,HELGAE,,SCHNEIDER,,1993,6,25
8671,4880,URSULA,,WINKLER,,1991,12,3
8672,8220,BIRGIT,,RICHTER,,1998,1,3
8673,6750,NICOLE,,SCHMIDT,,1998,8,16
8674,6031,UTE,,PFEIFFER,,1939,5,17
8675,5519,GERDA,,BOEHM,,1961,1,22
8676,5812,ELKE,,HOFFMANN,,1928,12,27
8677,6488,ILSE,,VOIGT,,1979,8,27
8678,6679,SABINE,,BECKER,,1968,5,1
8679,4603,ILSVE,,SCHOLZ,,1949,7,21
8680,4636,CHRISTINA,,MURLLER,,1993,9,17
8681,4895,ANGELIKA,,SEIDEL,,2004,6,29
8682,4650,HERTHA,CLAUDIA,LORENZ,,1978,7,18
8683,6796,MARGARETE,BRIGITTE,MUELLER,,1978,8,22
8684,5319,BIRGIT,,MEYER,,1966,9,27
8685,7825,ANDREA,,MUELLER,,1994,6,29
8686,8735,SUSANNE,,HERRMANN,,1950,7,12
8687,4797,DORIS,,KRAEMER,,1984,5,10
8688,8116,ANNA,,SOMMER,,1981,7,8
8689,6663,MARIANNE,,ALBRECHT,,1926,8,3
8690,7014,INGRID,HELGA,KRAUSE,,2004,4,20
8691,8634,BRIGITTE,,MAIER,,1941,1,8
8692,7688,MONIKA,,SCHULZ,,1968,4,28
8693,7487,INGRID,ANKE,SCHAEFER,,1969,2,28
8694,7045,MARTHA,,MEYER,,1949,6,6
8695,5374,ANNA,,MUELLER,,1957,6,3
8696,8124,PETERA,,KAISER,,1999,5,30
8697,7201,ANJA,,SCHULZE,,1956,5,10
8698,7629,URSULA,,WAGNER,,1996,9,9
8699,4660,PETRA,,MUELLER,,1954,8,30
8700,5838,JOHANNA,,BRAUN,,1940,9,16
8701,4613,STEFANIE,,GRAF,,1941,11,28
8702,7718,URSULA,,SCHNEIDER,,1990,3,24
8703,5880,ERIKA,ANDREA,HOFFMANN,,1928,10,17
8704,6425,BRIGITTE,,SIMON,,2006,8,16
8705,7928,CHRISTA,,SCHAEFER,,1997,11,3
8706,6717,URSULA,,LORENZ,,1957,12,20
8707,8513,MELANIE,,SCHAEFER,,1941,6,25
8708,8207,MAIKE,,WAGNER,,1990,5,1
8709,7155,KARIN,,MUELLER,,1988,8,24
8710,8500,MONIKA,,THOMAS,,1926,2,3
8711,5516,KERSTIN,,VOGEL,,1933,1,16
8712,6217,KARIN,,MEYER,,1950,5,12
8713,6119,CHRISTINE,,FISCHER,,1979,12,19
8714,5020,KARIN,,MEIER,,1968,1,31
8715,5766,SUSANNE,,SCHMIDT,,1970,8,10
8716,5734,SABINE,CHRISTA,SCHOLZ,,1979,7,2
8717,7859,ERIKA,,WINKLER,,1977,11,2
8718,7917,EDITH,,SOMMER,,1949,9,10
8719,5263,WALTRAUD,,MUELLER,,1991,10,16
8720,6328,CHRISTA,,SCHMITZ,,1963,1,4
8721,6439,RENATE,,SCHNEIDER,,1961,7,23
8722,5903,BIRGIT,,FUCHS,,1992,4,15
8723,6041,HILDEGARD,,SCHULZ,,1949,5,23
8724,4964,ANNA,,KRAUSE,,1937,2,28
8725,5061,MARTHA,,LANGE,,1986,6,10
8726,8408,ANJA,,LORENZ,,1966,12,1
8727,8889,SABINE,,ENGEL,,1948,2,21
8728,6441,KARIN,,MEYER,,1962,11,6
8729,4963,MARION,,SCHAEFER,,1966,6,22
8730,7393,JUTTA,,SCHWARZ,,1933,7,20
8731,4615,ANNA,,LEBMANN,,2006,2,9
8732,4583,MONIJKA,,VOGT,,1958,10,3
8733,6569,BETTINA,,ZIMMERMANN,,1996,3,25
8734,8838,KARIN,,SCHMIDT,,1970,9,27
8735,5113,ANJA,,SCHNEIDER,,2002,12,16
8736,5800,MONIKA,,WEBER,,1952,12,24
8737,4984,KERSTIN,,SOMMER,,1993,5,25
8738,8994,RENATE,,MEIJER,,1950,3,13
8739,6319,ILSE,CHRISTINA,MUELLER,,1976,7,15
8740,8830,CHRISTA,,SCHUBERT,,1928,4,19
8741,6600,HEIKE,,BERGER,,1963,7,13
8742,7923,KARIN,,JUNG,,1960,11,12
8743,6603,INGRID,,MUELLER,,1958,12,8
8744,5540,SANDRA,,FISCHER,,1964,12,30
8745,8615,ANNA,,LUDWIG,,1950,5,26
8746,6421,GISELA,,ZIMMERMANN,,1952,5,22
8747,5510,EDITH,,KOEHLER,,1944,12,25
8748,6408,NICOGLE,,SCHMITZ,,1931,6,14
8749,6820,SABINE,,SCHMIDT,,1970,12,16
8750,7719,SABINE,,MEYER,,1988,5,1
8751,7636,HANNELORE,,SCHUSTER,,1970,5,8
8752,6685,GERTRUD,,MYAER,,1952,2,27
8753,5213,KARIN,,SCHWARZ,,1994,8,18
8754,4752,RENATE,,HOFMANN,,1963,8,9
8755,4528,ANGELA,,SAUER,,1932,2,7
8756,5370,CHRISTA,MARTINA,SCHNEIDER,,1954,10,6
8757,7116,SABINE,,WERNER,,1939,11,28
8758,7242,HEIKE,,ZIMMERMANN,,1976,4,15
8759,7984,HELMGA,,SCHMITZ,,1970,1,8
8760,5527,CLAUDIA,,MUEOLER,,1959,4,3
8761,6630,ANDREA,MARIA,KOERTIG,,1963,6,24
8762,7340,ANNELIESE,,HEINRICH,,1974,8,9
8763,8331,ANDREA,,WOLF,,2003,10,23
8764,7795,ERIKA,,LANG,,1957,1,22
8765,5596,ANGELIKA,,FRANK,,1954,3,10
8766,4682,ANDREA,,SCHMIDT,,1258,4,27
8767,5881,AGNNA,,BECJER,,1970,2,6
8768,6691,ILSE,,MUELLER,BAUER,1987,3,3
8769,8805,INGRID,ILSE,MUELLER,,1971,5,17
8770,4564,CHRISTINE,,SCHMIDT,,1955,4,2
8771,5623,BARBARA,,MAIER,,1978,10,12
8772,4903,INGRID,,JUNG,,1929,1,24
8773,5308,GERDA,,FISCHER,,1981,2,11
8774,4631,SUSANNE,RENATE,SCHNEIDER,,1992,12,27
8775,5192,CLAUDIA,,WOLF,,1989,12,2
8776,6751,MARTHA,,MUELLER,,1952,11,28
8777,6477,ANNA,,BECKER,,1966,10,10
8778,7934,CHRISTINA,,STEIN,,1938,2,9
8779,5660,SABINE,ANJA,SIMON,,1940,10,29
8780,4575,IRMGARD,,VOGDL,,1966,11,12
8781,5168,ERIKA,,SCHAEFER,,1944,8,12
8782,7570,RITA,,MUELLER,,1993,4,18
8783,7683,CHRISTINE,,MUELLER,,1947,1,23
8784,8138,INGRID,,KOCH,,1938,7,13
8785,5809,CHRISTIANE,,SCHMIF,,1982,9,9
8786,6945,CHRISTINA,,NEUMANN,,1998,10,31
8787,4614,KATHRIN,,KRUEGER,,1963,4,26
8788,6004,CHRISTIANE,,SCHNEIDER,,1978,6,5
8789,7490,ANNA,,LORENZ,,2005,5,4
8790,6351,EDITH,,BRANDT,,1952,4,19
8791,7307,INGRID,,SCHMITZ,,1976,2,24
8792,5145,MARTINA,,LANG,,1990,2,9
8793,6834,MARTINA,HEIKE,KUEHN,,1971,11,2
8794,6116,HELGA,,MUELLER,,1960,5,13
8795,5806,KATHRIN,,MEIER,,1946,7,17
8796,5598,NICOLE,,MEYER,,1988,2,27
8797,5336,KATHRIN,,NEUMANN,,1964,2,19
8798,8631,ILSE,,FRANK,,1988,8,28
8799,7166,KATHRYIN,,SCHMIDT,,1964,10,20
8800,6908,CLAUDIA,,BECKER,,1937,3,4
8801,7756,STEFANIE,URSULA,SOMMER,,1974,9,19
8802,8076,ASTRID,,MAIER,,1959,9,4
8803,5639,DANIELA,,KOTCH,,1993,8,13
8804,7405,KARIN,,SCHMITT,,1986,2,3
8805,7244,CHRISTINE,,MUELLER,,1963,10,18
8806,5363,CLAUDIA,,SCHULZE,,1945,9,30
8807,8990,KERSTIN,,MOELLER,,1940,6,19
8808,6651,KATHRIN,,WERNER,,2006,7,22
8809,6201,UTE,,SCHMITT,,1967,9,2
8810,6178,URSULA,,JAEGER,,1991,3,3
8811,6703,CLAUDIA,,SCHUSTER,,1981,8,22
8812,8178,STEFANIE,,ZIEGLER,,1973,12,17
8813,8519,GISELA,,KRAUSE,,2000,3,5
8814,5674,PETRA,HANNELORE,MUELLER,,1970,6,29
8815,6633,MARION,,KOERTIG,,1967,10,2
8816,6390,SILVIA,SANDRA,BAUMANN,,1990,8,2
8817,8144,PETRA,,SCHMITT,,1958,7,14
8818,4893,ELKE,,PFEIFFER,,1964,3,5
8819,7018,INGRID,,FISCHER,,1938,8,30
8820,7038,KARIN,,JUNG,,1954,6,13
8821,8747,ERIKA,,HAHN,,1943,6,19
8822,8661,HELGA,,MUELLER,,1938,10,5
8823,6944,URSULA,,MARTIN,,1963,6,8
8824,6559,MARGARETE,,SCHMIDT,,1998,6,5
8825,8854,KARIN,,HAAS,,1959,4,12
8826,4533,URSULA,,VOGT,,1994,10,6
8827,5975,ANNA,,SCHMIDT,,1949,1,3
8828,6027,CHRISTDINE,,LUDWIG,,1950,6,25
8829,7614,RENATE,,SCHMIDT,,1970,6,28
8830,8673,MARION,,HORN,,1947,2,20
8831,8157,SABINE,,SCHNEIDER,,1970,4,9
8832,6137,GISELA,,KOEHLER,,1995,10,1
8833,5526,BRIGITTE,IRMGARD,ZIMMERMANN,,1954,12,10
8834,7233,MARIANNE,,WAGNER,,2008,12,3
8835,5385,INGE,,KOERTIG,,1972,5,10
8836,5416,MARTHA,,KLEIN,,1947,5,13
8837,6989,ELKE,,KRAUSE,,1987,1,4
8838,5941,KATHRIN,,KAISER,,1940,4,8
8839,5204,ILSE,INGEBORG,MUELLER,,1928,4,20
8840,8560,CHRISTEL,,SCHROEDER,,1965,9,0
8841,6890,ANNA,,JAEGER,,1964,5,3
8842,4642,EVA,,KOEHLER,,1976,8,12
8843,4801,ERNA,,SCHAEFER,,1989,10,3
8844,8705,ELKE,,FISCHER,,1985,6,6
8845,7772,ELKE,,ZIMMERMANN,,1949,5,27
8846,6914,KARIN,,FRANK,,1974,9,19
8847,6278,ANDREA,,MUELLER,,1962,3,5
8848,7103,ASTRID,,SCHNEIDER,,1984,4,14
8849,6238,NICOLE,,MAIPR,,1969,4,15
8850,4709,MARTINA,,BAUMANN,,1949,7,28
8851,6368,ELKE,,GROSS,,1952,8,6
8852,4871,ANNA,,MUELLER,,1942,3,16
8853,8452,HELGAM,,WINKLER,,1959,3,23
8854,4630,TANJA,,PETERS,,1963,3,17
8855,6096,KATHARINA,,PFEIFFER,,1985,9,29
8856,4563,MARGARETE,,SCHUMACHER,,1944,4,9
8857,8552,INGRID,,HAHN,,1967,9,19
8858,8056,ANDREA,,HAAS,,1924,11,2
8859,7266,RUTH,,KLEIN,,1933,10,1
8860,5366,BRIGITTE,,SCHNEIDER,,1948,8,28
8861,6329,KAETHE,,MEIER,,1941,12,2
8862,7731,ILSE,,VOGEL,,1982,2,17
8863,7364,KATHRIN,CHRISTA,SCHNEIDER,,1924,12,19
8864,5149,STEFANIE,,LUDWIG,,1969,5,3
8865,6973,HILDEGARD,,NEUMANN,,1956,6,17
8866,8931,HANNELORE,,SCHULZ,,1970,2,21
8867,6932,BIRGIT,,KRAUSE,,1962,6,30
8868,8343,MARTINSA,SILVIA,HORN,,1967,8,5
8869,5858,SUSANNE,,NEUMANN,,1955,5,11
8870,6927,SABINE,,LANGE,,1982,4,15
8871,5142,KIRSTEN,,HOFFMANN,,1965,2,25
8872,8037,GISELA,,KRUEGER,,1979,3,3
8873,8177,PETRHA,,WEBER,,1970,6,20
8874,4805,INGE,,RICHTER,,1985,2,2
8875,5848,MARION,,SCHAEFER,,1989,1,12
8876,4913,INGRID,,HOFFMANN,,1978,3,12
8877,8823,INGRID,,SCHNEIDER,,1933,8,4
8878,4502,ERNA,,NEUMANN,,1952,2,15
8879,8153,SIGRID,,RICHTER,,1980,8,6
8880,7207,CLAUDIA,,GUENTHER,,1932,8,12
8881,8937,KATJA,,BRAUN,,1989,1,12
8882,5094,MARTHA,,SCHNEIDER,,1947,7,12
8883,4972,MARGARETE,,HOFFMANN,,1966,3,26
8884,6395,MARTHA,,WEBER,,1941,1,29
8885,4934,INGRID,,MUELLER,,1941,8,17
8886,5776,CHRISTA,,ROTH,,1950,4,22
8887,4907,ANDREA,,HARTMANN,,1992,12,29
8888,7819,SABINE,,HUBER,,1928,6,8
8889,8388,MARGARETE,,MEIER,,1998,8,5
8890,6999,CLAUDIA,BARBARA,KRUEGER,,1990,9,17
8891,5285,CHRISTINE,,WAGNER,,1987,1,25
8892,6301,EDITH,,FISCHER,,1955,3,30
8893,8434,SUSANNE,,VOGEL,,1984,2,22
8894,4727,NICOLE,,MEYER,,1935,7,20
8895,7096,MARION,,MAIER,,1959,6,14
8896,8555,CHRISTINA,,KUEHN,,1970,9,16
8897,5822,CHRISTA,,KLEIN,,1969,5,13
8898,8522,TANJA,,ZIEGLER,,1936,3,26
8899,7685,RENATE,,SCHMIDT,,1992,8,9
8900,5059,MARTINA,,SCHMIDT,,1948,9,27
8901,7045,MARTHA,,MEYER,,1949,6,4
8902,6669,EDITH,,HOFMANN,,1927,9,22
8903,7437,HILDEGARD,,SCHAEFER,,1938,9,22
8904,8957,GISELA,,ENGEL,,1935,9,29
8905,6076,GISELA,,SCHAEFER,,1958,2,28
8906,7367,DORIS,,STEIN,,1986,10,8
8907,5202,ANDREA,,KOCH,,1982,7,22
8908,5614,HELGA,,SCHULTE,,1984,7,5
8909,6479,GISELA,,HOFFMANN,,1983,12,14
8910,4822,HELGA,,HOFFMANN,,1934,11,22
8911,7505,SUSANNE,,VOGEL,,1969,2,27
8912,7880,UTE,,ERNST,,1962,8,14
8913,6398,ERIKA,,MEYER,,1965,11,21
8914,5962,CHRISTINA,,WEBER,,1998,7,1
8915,4808,BIRGIT,,WAGNER,,1947,11,13
8916,4951,MARTINA,,WOLF,,1927,5,11
8917,6456,ELKE,,VOIGT,,1954,7,2
8918,8152,STEFANIE,,HAAS,,1968,3,3
8919,6602,INGRID,,JUNG,,1948,12,11
8920,4914,URSULA,,WAGNER,,1949,7,7
8921,6197,SABINE,,LANGE,,1995,7,10
8922,8706,CHRISTTINA,,BECKER,,1960,10,11
8923,7690,ANNA,,WOLF,,1992,9,2
8924,4651,ANGELA,,BAUER,,1998,8,26
8925,6051,KATHARINA,,MUELLER,,1968,3,20
8926,5741,HELGA,,WAGNER,,1985,10,23
8927,8024,ERNA,,BECKER,,1973,10,31
8928,5050,ELKE,,FISCHER,,1932,5,15
8929,4878,GISELA,,MEIER,,1973,2,9
8930,8249,MONIKA,,MEIER,,1956,6,23
8931,4674,SANDRA,,WOLF,,1937,3,23
8932,6840,SUSANNE,,JUNG,,1958,6,12
8933,8261,URSULA,,KRUEGEDR,,2006,7,13
8934,5886,ERIKA,,BAUER,,1946,12,2
8935,7581,INGRID,,THOMAS,,1973,12,3
8936,7922,CHRISTA,,BECKER,,2000,5,15
8937,7852,MONIKA,,MUELLER,,1941,1,31
8938,5633,ILSE,,GRAF,,1937,6,24
8939,7939,MARION,,SCHWARZ,,1952,4,27
8940,5814,GERDA,,WOLF,,1939,10,29
8941,8258,URSULA,,BECKER,,1966,7,20
8942,5752,BRIGITTE,,PETERS,,1933,5,21
8943,7194,DORIS,,SCHNEIDER,,1960,10,25
8944,6892,BIRGIT,,SCHNEIDER,,1967,12,23
8945,8648,PETRA,,ZIMMERMANN,,1970,7,28
8946,8257,SONJA,,MEIER,,1976,5,24
8947,5509,MARIA,,HOFFMANN,,1935,8,16
8948,8766,SUSANNE,,FISCHER,,1991,10,7
8949,8431,HELGA,,RICHTER,,1988,2,3
8950,6493,HELGA,,SCHWARZ,,1948,12,30
8951,8060,MARIANNE,,KOCH,,1970,5,35
8952,5310,ANTJE,,WOLFF,,1963,10,6
8953,7484,ANNA,,SCHAEFER,,1975,10,1
8954,5025,ANDREA,,MARTIN,,1964,7,18
8955,6530,ELKE,,ERNST,,1989,7,3
8956,8000,MARTHA,,JAEGER,,1981,4,2
8957,8978,BRIGITTE,,SCHWARZ,,1956,9,9
8958,5398,PETRA,,SCHAEFER,,1963,8,20
8959,5495,KARIN,,SCHROEDER,,1934,2,4
8960,6463,URSULA,,BAUER,,1940,4,30
8961,4989,RUTH,,HUBER,,1949,4,19
8962,6555,HELGA,,MAYER,,1986,3,3
8963,5162,ELISABETH,,WOLFF,,2006,3,6
8964,6673,HELGA,,SCHMITZ,,1980,11,19
8965,6049,BRIGITTE,,LANG,,1992,12,16
8966,7968,RENATE,,SCHULTE,,2008,8,16
8967,8936,ERIKA,,RICHTER,,1934,9,8
8968,5825,ANGELIKA,,GUENTHER,,1970,4,25
8969,5960,HEIKE,,SAUER,,1947,4,13
8970,8048,MONIKA,,WINKLER,,1974,9,28
8971,8657,SUSANNE,,FUCHS,,1937,3,13
8972,8655,NICOLSE,,MEIER,,1978,9,27
8973,6227,GISELA,,SIMON,,2006,6,4
8974,6931,GISELA,,HAAS,,1949,4,14
8975,4902,ELISABETH,,SCHNEIDER,,1990,9,19
8976,7294,HILDEGARD,,POHL,,1937,4,21
8977,7313,MARGARETE,,KOEHLER,,1984,5,29
8978,6534,ANDREA,,GROSS,,1985,5,15
8979,4947,CHRISTA,INGRID,GUENTHER,,1981,4,4
8980,8723,GERDA,,VOGEL,,1994,8,4
8981,6237,CHRISTINE,,PETERS,,1931,6,21
8982,7584,HEIKE,,SCHNEIDER,,1975,2,12
8983,7930,ANDREA,,WEBER,,1937,3,11
8984,5410,BIRGIT,,KLEIN,,1952,6,2
